Year,Gebietseinheit,Nationalität,,GeoCode,Value
2005,Braunschweig  Stadt,Deutsche,,K03101,84
2005,Salzgitter  Stadt,Deutsche,,K03102,41
2005,Wolfsburg  Stadt,Deutsche,,K03103,42
2005,Gifhorn,Deutsche,,K03151,12
2005,Goslar,Deutsche,,K03153,44
2005,Helmstedt,Deutsche,,K03154,20
2005,Northeim,Deutsche,,K03155,41
2005,Peine,Deutsche,,K03157,38
2005,Wolfenbüttel,Deutsche,,K03158,18
2005,Göttingen,Deutsche,,K03159,128
2005,Stat. Region Braunschweig,Deutsche,,K031,468
2005,Hannover  Region,Deutsche,,K03241,404
2005,dav. Hannover  Lhst.,Deutsche,,K03241001,270
2005,dav. Hannover  Umland,Deutsche,,K03241999,134
2005,Diepholz,Deutsche,,K03251,50
2005,Hameln-Pyrmont,Deutsche,,K03252,35
2005,Hildesheim,Deutsche,,K03254,118
2005,Holzminden,Deutsche,,K03255,13
2005,Nienburg (Weser),Deutsche,,K03256,48
2005,Schaumburg,Deutsche,,K03257,33
2005,Stat. Region Hannover,Deutsche,,K032,701
2005,Celle,Deutsche,,K03351,40
2005,Cuxhaven,Deutsche,,K03352,45
2005,Harburg,Deutsche,,K03353,55
2005,Lüchow-Dannenberg,Deutsche,,K03354,5
2005,Lüneburg,Deutsche,,K03355,42
2005,Osterholz,Deutsche,,K03356,42
2005,Rotenburg (Wümme),Deutsche,,K03357,37
2005,Heidekreis,Deutsche,,K03358,42
2005,Stade,Deutsche,,K03359,43
2005,Uelzen,Deutsche,,K03360,28
2005,Verden,Deutsche,,K03361,44
2005,Stat. Region Lüneburg,Deutsche,,K033,423
2005,Delmenhorst  Stadt,Deutsche,,K03401,18
2005,Emden  Stadt,Deutsche,,K03402,14
2005,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,101
2005,Osnabrück  Stadt,Deutsche,,K03404,60
2005,Wilhelmshaven  Stadt,Deutsche,,K03405,26
2005,Ammerland,Deutsche,,K03451,14
2005,Aurich,Deutsche,,K03452,43
2005,Cloppenburg,Deutsche,,K03453,32
2005,Emsland,Deutsche,,K03454,87
2005,Friesland,Deutsche,,K03455,17
2005,Grafschaft Bentheim,Deutsche,,K03456,57
2005,Leer,Deutsche,,K03457,35
2005,Oldenburg,Deutsche,,K03458,28
2005,Osnabrück,Deutsche,,K03459,61
2005,Vechta,Deutsche,,K03460,86
2005,Wesermarsch,Deutsche,,K03461,17
2005,Wittmund,Deutsche,,K03462,16
2005,Stat. Region Weser-Ems,Deutsche,,K034,712
2005,Niedersachsen,Deutsche,,K030,2304
2006,Braunschweig  Stadt,Deutsche,,K03101,72
2006,Salzgitter  Stadt,Deutsche,,K03102,37
2006,Wolfsburg  Stadt,Deutsche,,K03103,49
2006,Gifhorn,Deutsche,,K03151,8
2006,Goslar,Deutsche,,K03153,44
2006,Helmstedt,Deutsche,,K03154,12
2006,Northeim,Deutsche,,K03155,40
2006,Peine,Deutsche,,K03157,29
2006,Wolfenbüttel,Deutsche,,K03158,19
2006,Göttingen,Deutsche,,K03159,114
2006,Stat. Region Braunschweig,Deutsche,,K031,424
2006,Hannover  Region,Deutsche,,K03241,467
2006,dav. Hannover  Lhst.,Deutsche,,K03241001,293
2006,dav. Hannover  Umland,Deutsche,,K03241999,174
2006,Diepholz,Deutsche,,K03251,48
2006,Hameln-Pyrmont,Deutsche,,K03252,64
2006,Hildesheim,Deutsche,,K03254,107
2006,Holzminden,Deutsche,,K03255,16
2006,Nienburg (Weser),Deutsche,,K03256,36
2006,Schaumburg,Deutsche,,K03257,33
2006,Stat. Region Hannover,Deutsche,,K032,771
2006,Celle,Deutsche,,K03351,29
2006,Cuxhaven,Deutsche,,K03352,44
2006,Harburg,Deutsche,,K03353,47
2006,Lüchow-Dannenberg,Deutsche,,K03354,10
2006,Lüneburg,Deutsche,,K03355,29
2006,Osterholz,Deutsche,,K03356,28
2006,Rotenburg (Wümme),Deutsche,,K03357,41
2006,Heidekreis,Deutsche,,K03358,40
2006,Stade,Deutsche,,K03359,50
2006,Uelzen,Deutsche,,K03360,25
2006,Verden,Deutsche,,K03361,28
2006,Stat. Region Lüneburg,Deutsche,,K033,371
2006,Delmenhorst  Stadt,Deutsche,,K03401,16
2006,Emden  Stadt,Deutsche,,K03402,15
2006,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,97
2006,Osnabrück  Stadt,Deutsche,,K03404,80
2006,Wilhelmshaven  Stadt,Deutsche,,K03405,22
2006,Ammerland,Deutsche,,K03451,16
2006,Aurich,Deutsche,,K03452,37
2006,Cloppenburg,Deutsche,,K03453,20
2006,Emsland,Deutsche,,K03454,81
2006,Friesland,Deutsche,,K03455,19
2006,Grafschaft Bentheim,Deutsche,,K03456,86
2006,Leer,Deutsche,,K03457,23
2006,Oldenburg,Deutsche,,K03458,15
2006,Osnabrück,Deutsche,,K03459,59
2006,Vechta,Deutsche,,K03460,92
2006,Wesermarsch,Deutsche,,K03461,16
2006,Wittmund,Deutsche,,K03462,14
2006,Stat. Region Weser-Ems,Deutsche,,K034,708
2006,Niedersachsen,Deutsche,,K030,2274
2007,Braunschweig  Stadt,Deutsche,,K03101,82
2007,Salzgitter  Stadt,Deutsche,,K03102,32
2007,Wolfsburg  Stadt,Deutsche,,K03103,43
2007,Gifhorn,Deutsche,,K03151,11
2007,Goslar,Deutsche,,K03153,28
2007,Helmstedt,Deutsche,,K03154,15
2007,Northeim,Deutsche,,K03155,49
2007,Peine,Deutsche,,K03157,27
2007,Wolfenbüttel,Deutsche,,K03158,26
2007,Göttingen,Deutsche,,K03159,113
2007,Stat. Region Braunschweig,Deutsche,,K031,426
2007,Hannover  Region,Deutsche,,K03241,421
2007,dav. Hannover  Lhst.,Deutsche,,K03241001,262
2007,dav. Hannover  Umland,Deutsche,,K03241999,159
2007,Diepholz,Deutsche,,K03251,43
2007,Hameln-Pyrmont,Deutsche,,K03252,66
2007,Hildesheim,Deutsche,,K03254,111
2007,Holzminden,Deutsche,,K03255,18
2007,Nienburg (Weser),Deutsche,,K03256,29
2007,Schaumburg,Deutsche,,K03257,47
2007,Stat. Region Hannover,Deutsche,,K032,735
2007,Celle,Deutsche,,K03351,35
2007,Cuxhaven,Deutsche,,K03352,49
2007,Harburg,Deutsche,,K03353,60
2007,Lüchow-Dannenberg,Deutsche,,K03354,10
2007,Lüneburg,Deutsche,,K03355,33
2007,Osterholz,Deutsche,,K03356,29
2007,Rotenburg (Wümme),Deutsche,,K03357,38
2007,Heidekreis,Deutsche,,K03358,23
2007,Stade,Deutsche,,K03359,31
2007,Uelzen,Deutsche,,K03360,20
2007,Verden,Deutsche,,K03361,46
2007,Stat. Region Lüneburg,Deutsche,,K033,374
2007,Delmenhorst  Stadt,Deutsche,,K03401,28
2007,Emden  Stadt,Deutsche,,K03402,16
2007,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,95
2007,Osnabrück  Stadt,Deutsche,,K03404,75
2007,Wilhelmshaven  Stadt,Deutsche,,K03405,16
2007,Ammerland,Deutsche,,K03451,20
2007,Aurich,Deutsche,,K03452,60
2007,Cloppenburg,Deutsche,,K03453,44
2007,Emsland,Deutsche,,K03454,89
2007,Friesland,Deutsche,,K03455,18
2007,Grafschaft Bentheim,Deutsche,,K03456,109
2007,Leer,Deutsche,,K03457,40
2007,Oldenburg,Deutsche,,K03458,30
2007,Osnabrück,Deutsche,,K03459,87
2007,Vechta,Deutsche,,K03460,86
2007,Wesermarsch,Deutsche,,K03461,28
2007,Wittmund,Deutsche,,K03462,9
2007,Stat. Region Weser-Ems,Deutsche,,K034,850
2007,Niedersachsen,Deutsche,,K030,2385
2008,Braunschweig  Stadt,Deutsche,,K03101,67
2008,Salzgitter  Stadt,Deutsche,,K03102,32
2008,Wolfsburg  Stadt,Deutsche,,K03103,50
2008,Gifhorn,Deutsche,,K03151,34
2008,Goslar,Deutsche,,K03153,39
2008,Helmstedt,Deutsche,,K03154,16
2008,Northeim,Deutsche,,K03155,55
2008,Peine,Deutsche,,K03157,28
2008,Wolfenbüttel,Deutsche,,K03158,9
2008,Göttingen,Deutsche,,K03159,117
2008,Stat. Region Braunschweig,Deutsche,,K031,447
2008,Hannover  Region,Deutsche,,K03241,395
2008,dav. Hannover  Lhst.,Deutsche,,K03241001,237
2008,dav. Hannover  Umland,Deutsche,,K03241999,158
2008,Diepholz,Deutsche,,K03251,61
2008,Hameln-Pyrmont,Deutsche,,K03252,75
2008,Hildesheim,Deutsche,,K03254,109
2008,Holzminden,Deutsche,,K03255,10
2008,Nienburg (Weser),Deutsche,,K03256,34
2008,Schaumburg,Deutsche,,K03257,50
2008,Stat. Region Hannover,Deutsche,,K032,734
2008,Celle,Deutsche,,K03351,33
2008,Cuxhaven,Deutsche,,K03352,44
2008,Harburg,Deutsche,,K03353,62
2008,Lüchow-Dannenberg,Deutsche,,K03354,3
2008,Lüneburg,Deutsche,,K03355,21
2008,Osterholz,Deutsche,,K03356,22
2008,Rotenburg (Wümme),Deutsche,,K03357,23
2008,Heidekreis,Deutsche,,K03358,22
2008,Stade,Deutsche,,K03359,38
2008,Uelzen,Deutsche,,K03360,21
2008,Verden,Deutsche,,K03361,33
2008,Stat. Region Lüneburg,Deutsche,,K033,322
2008,Delmenhorst  Stadt,Deutsche,,K03401,25
2008,Emden  Stadt,Deutsche,,K03402,17
2008,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,80
2008,Osnabrück  Stadt,Deutsche,,K03404,89
2008,Wilhelmshaven  Stadt,Deutsche,,K03405,9
2008,Ammerland,Deutsche,,K03451,22
2008,Aurich,Deutsche,,K03452,33
2008,Cloppenburg,Deutsche,,K03453,39
2008,Emsland,Deutsche,,K03454,108
2008,Friesland,Deutsche,,K03455,15
2008,Grafschaft Bentheim,Deutsche,,K03456,100
2008,Leer,Deutsche,,K03457,36
2008,Oldenburg,Deutsche,,K03458,28
2008,Osnabrück,Deutsche,,K03459,83
2008,Vechta,Deutsche,,K03460,88
2008,Wesermarsch,Deutsche,,K03461,26
2008,Wittmund,Deutsche,,K03462,17
2008,Stat. Region Weser-Ems,Deutsche,,K034,815
2008,Niedersachsen,Deutsche,,K030,2318
2009,Braunschweig  Stadt,Deutsche,,K03101,63
2009,Salzgitter  Stadt,Deutsche,,K03102,20
2009,Wolfsburg  Stadt,Deutsche,,K03103,28
2009,Gifhorn,Deutsche,,K03151,12
2009,Goslar,Deutsche,,K03153,43
2009,Helmstedt,Deutsche,,K03154,14
2009,Northeim,Deutsche,,K03155,35
2009,Peine,Deutsche,,K03157,23
2009,Wolfenbüttel,Deutsche,,K03158,25
2009,Göttingen,Deutsche,,K03159,115
2009,Stat. Region Braunschweig,Deutsche,,K031,378
2009,Hannover  Region,Deutsche,,K03241,394
2009,dav. Hannover  Lhst.,Deutsche,,K03241001,246
2009,dav. Hannover  Umland,Deutsche,,K03241999,148
2009,Diepholz,Deutsche,,K03251,61
2009,Hameln-Pyrmont,Deutsche,,K03252,39
2009,Hildesheim,Deutsche,,K03254,82
2009,Holzminden,Deutsche,,K03255,14
2009,Nienburg (Weser),Deutsche,,K03256,19
2009,Schaumburg,Deutsche,,K03257,6
2009,Stat. Region Hannover,Deutsche,,K032,615
2009,Celle,Deutsche,,K03351,32
2009,Cuxhaven,Deutsche,,K03352,47
2009,Harburg,Deutsche,,K03353,58
2009,Lüchow-Dannenberg,Deutsche,,K03354,10
2009,Lüneburg,Deutsche,,K03355,29
2009,Osterholz,Deutsche,,K03356,22
2009,Rotenburg (Wümme),Deutsche,,K03357,11
2009,Heidekreis,Deutsche,,K03358,22
2009,Stade,Deutsche,,K03359,48
2009,Uelzen,Deutsche,,K03360,21
2009,Verden,Deutsche,,K03361,19
2009,Stat. Region Lüneburg,Deutsche,,K033,319
2009,Delmenhorst  Stadt,Deutsche,,K03401,24
2009,Emden  Stadt,Deutsche,,K03402,17
2009,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,101
2009,Osnabrück  Stadt,Deutsche,,K03404,49
2009,Wilhelmshaven  Stadt,Deutsche,,K03405,14
2009,Ammerland,Deutsche,,K03451,19
2009,Aurich,Deutsche,,K03452,30
2009,Cloppenburg,Deutsche,,K03453,24
2009,Emsland,Deutsche,,K03454,85
2009,Friesland,Deutsche,,K03455,18
2009,Grafschaft Bentheim,Deutsche,,K03456,92
2009,Leer,Deutsche,,K03457,36
2009,Oldenburg,Deutsche,,K03458,24
2009,Osnabrück,Deutsche,,K03459,69
2009,Vechta,Deutsche,,K03460,63
2009,Wesermarsch,Deutsche,,K03461,19
2009,Wittmund,Deutsche,,K03462,9
2009,Stat. Region Weser-Ems,Deutsche,,K034,693
2009,Niedersachsen,Deutsche,,K030,2005
2010,Braunschweig  Stadt,Deutsche,,K03101,87
2010,Salzgitter  Stadt,Deutsche,,K03102,27
2010,Wolfsburg  Stadt,Deutsche,,K03103,45
2010,Gifhorn,Deutsche,,K03151,8
2010,Goslar,Deutsche,,K03153,32
2010,Helmstedt,Deutsche,,K03154,8
2010,Northeim,Deutsche,,K03155,35
2010,Peine,Deutsche,,K03157,26
2010,Wolfenbüttel,Deutsche,,K03158,23
2010,Göttingen,Deutsche,,K03159,127
2010,Stat. Region Braunschweig,Deutsche,,K031,418
2010,Hannover  Region,Deutsche,,K03241,397
2010,dav. Hannover  Lhst.,Deutsche,,K03241001,258
2010,dav. Hannover  Umland,Deutsche,,K03241999,139
2010,Diepholz,Deutsche,,K03251,54
2010,Hameln-Pyrmont,Deutsche,,K03252,39
2010,Hildesheim,Deutsche,,K03254,91
2010,Holzminden,Deutsche,,K03255,14
2010,Nienburg (Weser),Deutsche,,K03256,15
2010,Schaumburg,Deutsche,,K03257,12
2010,Stat. Region Hannover,Deutsche,,K032,622
2010,Celle,Deutsche,,K03351,33
2010,Cuxhaven,Deutsche,,K03352,47
2010,Harburg,Deutsche,,K03353,60
2010,Lüchow-Dannenberg,Deutsche,,K03354,4
2010,Lüneburg,Deutsche,,K03355,21
2010,Osterholz,Deutsche,,K03356,24
2010,Rotenburg (Wümme),Deutsche,,K03357,10
2010,Heidekreis,Deutsche,,K03358,18
2010,Stade,Deutsche,,K03359,29
2010,Uelzen,Deutsche,,K03360,21
2010,Verden,Deutsche,,K03361,22
2010,Stat. Region Lüneburg,Deutsche,,K033,289
2010,Delmenhorst  Stadt,Deutsche,,K03401,29
2010,Emden  Stadt,Deutsche,,K03402,12
2010,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,113
2010,Osnabrück  Stadt,Deutsche,,K03404,93
2010,Wilhelmshaven  Stadt,Deutsche,,K03405,21
2010,Ammerland,Deutsche,,K03451,12
2010,Aurich,Deutsche,,K03452,9
2010,Cloppenburg,Deutsche,,K03453,23
2010,Emsland,Deutsche,,K03454,65
2010,Friesland,Deutsche,,K03455,12
2010,Grafschaft Bentheim,Deutsche,,K03456,87
2010,Leer,Deutsche,,K03457,46
2010,Oldenburg,Deutsche,,K03458,25
2010,Osnabrück,Deutsche,,K03459,75
2010,Vechta,Deutsche,,K03460,62
2010,Wesermarsch,Deutsche,,K03461,17
2010,Wittmund,Deutsche,,K03462,9
2010,Stat. Region Weser-Ems,Deutsche,,K034,710
2010,Niedersachsen,Deutsche,,K030,2039
2011,Braunschweig  Stadt,Deutsche,,K03101,84
2011,Salzgitter  Stadt,Deutsche,,K03102,28
2011,Wolfsburg  Stadt,Deutsche,,K03103,53
2011,Gifhorn,Deutsche,,K03151,4
2011,Goslar,Deutsche,,K03153,39
2011,Helmstedt,Deutsche,,K03154,10
2011,Northeim,Deutsche,,K03155,36
2011,Peine,Deutsche,,K03157,30
2011,Wolfenbüttel,Deutsche,,K03158,13
2011,Göttingen,Deutsche,,K03159,126
2011,Stat. Region Braunschweig,Deutsche,,K031,423
2011,Hannover  Region,Deutsche,,K03241,415
2011,dav. Hannover  Lhst.,Deutsche,,K03241001,284
2011,dav. Hannover  Umland,Deutsche,,K03241999,131
2011,Diepholz,Deutsche,,K03251,45
2011,Hameln-Pyrmont,Deutsche,,K03252,43
2011,Hildesheim,Deutsche,,K03254,90
2011,Holzminden,Deutsche,,K03255,14
2011,Nienburg (Weser),Deutsche,,K03256,12
2011,Schaumburg,Deutsche,,K03257,6
2011,Stat. Region Hannover,Deutsche,,K032,625
2011,Celle,Deutsche,,K03351,40
2011,Cuxhaven,Deutsche,,K03352,45
2011,Harburg,Deutsche,,K03353,44
2011,Lüchow-Dannenberg,Deutsche,,K03354,5
2011,Lüneburg,Deutsche,,K03355,32
2011,Osterholz,Deutsche,,K03356,14
2011,Rotenburg (Wümme),Deutsche,,K03357,10
2011,Heidekreis,Deutsche,,K03358,18
2011,Stade,Deutsche,,K03359,26
2011,Uelzen,Deutsche,,K03360,17
2011,Verden,Deutsche,,K03361,20
2011,Stat. Region Lüneburg,Deutsche,,K033,271
2011,Delmenhorst  Stadt,Deutsche,,K03401,20
2011,Emden  Stadt,Deutsche,,K03402,13
2011,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,84
2011,Osnabrück  Stadt,Deutsche,,K03404,82
2011,Wilhelmshaven  Stadt,Deutsche,,K03405,24
2011,Ammerland,Deutsche,,K03451,27
2011,Aurich,Deutsche,,K03452,14
2011,Cloppenburg,Deutsche,,K03453,17
2011,Emsland,Deutsche,,K03454,84
2011,Friesland,Deutsche,,K03455,15
2011,Grafschaft Bentheim,Deutsche,,K03456,56
2011,Leer,Deutsche,,K03457,41
2011,Oldenburg,Deutsche,,K03458,21
2011,Osnabrück,Deutsche,,K03459,65
2011,Vechta,Deutsche,,K03460,53
2011,Wesermarsch,Deutsche,,K03461,19
2011,Wittmund,Deutsche,,K03462,12
2011,Stat. Region Weser-Ems,Deutsche,,K034,647
2011,Niedersachsen,Deutsche,,K030,1966
2012,Braunschweig  Stadt,Deutsche,,K03101,110
2012,Salzgitter  Stadt,Deutsche,,K03102,22
2012,Wolfsburg  Stadt,Deutsche,,K03103,60
2012,Gifhorn,Deutsche,,K03151,35
2012,Goslar,Deutsche,,K03153,41
2012,Helmstedt,Deutsche,,K03154,11
2012,Northeim,Deutsche,,K03155,32
2012,Peine,Deutsche,,K03157,38
2012,Wolfenbüttel,Deutsche,,K03158,19
2012,Göttingen,Deutsche,,K03159,150
2012,Stat. Region Braunschweig,Deutsche,,K031,518
2012,Hannover  Region,Deutsche,,K03241,466
2012,dav. Hannover  Lhst.,Deutsche,,K03241001,335
2012,dav. Hannover  Umland,Deutsche,,K03241999,131
2012,Diepholz,Deutsche,,K03251,58
2012,Hameln-Pyrmont,Deutsche,,K03252,64
2012,Hildesheim,Deutsche,,K03254,93
2012,Holzminden,Deutsche,,K03255,11
2012,Nienburg (Weser),Deutsche,,K03256,24
2012,Schaumburg,Deutsche,,K03257,27
2012,Stat. Region Hannover,Deutsche,,K032,743
2012,Celle,Deutsche,,K03351,30
2012,Cuxhaven,Deutsche,,K03352,41
2012,Harburg,Deutsche,,K03353,42
2012,Lüchow-Dannenberg,Deutsche,,K03354,9
2012,Lüneburg,Deutsche,,K03355,30
2012,Osterholz,Deutsche,,K03356,14
2012,Rotenburg (Wümme),Deutsche,,K03357,27
2012,Heidekreis,Deutsche,,K03358,22
2012,Stade,Deutsche,,K03359,44
2012,Uelzen,Deutsche,,K03360,17
2012,Verden,Deutsche,,K03361,34
2012,Stat. Region Lüneburg,Deutsche,,K033,310
2012,Delmenhorst  Stadt,Deutsche,,K03401,46
2012,Emden  Stadt,Deutsche,,K03402,16
2012,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,107
2012,Osnabrück  Stadt,Deutsche,,K03404,74
2012,Wilhelmshaven  Stadt,Deutsche,,K03405,19
2012,Ammerland,Deutsche,,K03451,29
2012,Aurich,Deutsche,,K03452,30
2012,Cloppenburg,Deutsche,,K03453,62
2012,Emsland,Deutsche,,K03454,115
2012,Friesland,Deutsche,,K03455,16
2012,Grafschaft Bentheim,Deutsche,,K03456,74
2012,Leer,Deutsche,,K03457,36
2012,Oldenburg,Deutsche,,K03458,43
2012,Osnabrück,Deutsche,,K03459,81
2012,Vechta,Deutsche,,K03460,90
2012,Wesermarsch,Deutsche,,K03461,18
2012,Wittmund,Deutsche,,K03462,12
2012,Stat. Region Weser-Ems,Deutsche,,K034,868
2012,Niedersachsen,Deutsche,,K030,2439
2013,Braunschweig  Stadt,Deutsche,,K03101,117
2013,Salzgitter  Stadt,Deutsche,,K03102,43
2013,Wolfsburg  Stadt,Deutsche,,K03103,73
2013,Gifhorn,Deutsche,,K03151,31
2013,Goslar,Deutsche,,K03153,59
2013,Helmstedt,Deutsche,,K03154,19
2013,Northeim,Deutsche,,K03155,40
2013,Peine,Deutsche,,K03157,28
2013,Wolfenbüttel,Deutsche,,K03158,21
2013,Göttingen,Deutsche,,K03159,158
2013,Stat. Region Braunschweig,Deutsche,,K031,589
2013,Hannover  Region,Deutsche,,K03241,531
2013,dav. Hannover  Lhst.,Deutsche,,K03241001,351
2013,dav. Hannover  Umland,Deutsche,,K03241999,180
2013,Diepholz,Deutsche,,K03251,75
2013,Hameln-Pyrmont,Deutsche,,K03252,73
2013,Hildesheim,Deutsche,,K03254,120
2013,Holzminden,Deutsche,,K03255,9
2013,Nienburg (Weser),Deutsche,,K03256,35
2013,Schaumburg,Deutsche,,K03257,49
2013,Stat. Region Hannover,Deutsche,,K032,892
2013,Celle,Deutsche,,K03351,67
2013,Cuxhaven,Deutsche,,K03352,48
2013,Harburg,Deutsche,,K03353,67
2013,Lüchow-Dannenberg,Deutsche,,K03354,15
2013,Lüneburg,Deutsche,,K03355,39
2013,Osterholz,Deutsche,,K03356,30
2013,Rotenburg (Wümme),Deutsche,,K03357,41
2013,Heidekreis,Deutsche,,K03358,49
2013,Stade,Deutsche,,K03359,53
2013,Uelzen,Deutsche,,K03360,19
2013,Verden,Deutsche,,K03361,35
2013,Stat. Region Lüneburg,Deutsche,,K033,463
2013,Delmenhorst  Stadt,Deutsche,,K03401,23
2013,Emden  Stadt,Deutsche,,K03402,26
2013,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,105
2013,Osnabrück  Stadt,Deutsche,,K03404,102
2013,Wilhelmshaven  Stadt,Deutsche,,K03405,18
2013,Ammerland,Deutsche,,K03451,25
2013,Aurich,Deutsche,,K03452,43
2013,Cloppenburg,Deutsche,,K03453,116
2013,Emsland,Deutsche,,K03454,147
2013,Friesland,Deutsche,,K03455,22
2013,Grafschaft Bentheim,Deutsche,,K03456,79
2013,Leer,Deutsche,,K03457,46
2013,Oldenburg,Deutsche,,K03458,64
2013,Osnabrück,Deutsche,,K03459,107
2013,Vechta,Deutsche,,K03460,113
2013,Wesermarsch,Deutsche,,K03461,27
2013,Wittmund,Deutsche,,K03462,9
2013,Stat. Region Weser-Ems,Deutsche,,K034,1072
2013,Niedersachsen,Deutsche,,K030,3016
2014,Braunschweig  Stadt,Deutsche,,K03101,138
2014,Salzgitter  Stadt,Deutsche,,K03102,71
2014,Wolfsburg  Stadt,Deutsche,,K03103,99
2014,Gifhorn,Deutsche,,K03151,62
2014,Goslar,Deutsche,,K03153,54
2014,Helmstedt,Deutsche,,K03154,15
2014,Northeim,Deutsche,,K03155,55
2014,Peine,Deutsche,,K03157,43
2014,Wolfenbüttel,Deutsche,,K03158,37
2014,Göttingen,Deutsche,,K03159,185
2014,Stat. Region Braunschweig,Deutsche,,K031,759
2014,Hannover  Region,Deutsche,,K03241,770
2014,dav. Hannover  Lhst.,Deutsche,,K03241001,493
2014,dav. Hannover  Umland,Deutsche,,K03241999,277
2014,Diepholz,Deutsche,,K03251,102
2014,Hameln-Pyrmont,Deutsche,,K03252,101
2014,Hildesheim,Deutsche,,K03254,124
2014,Holzminden,Deutsche,,K03255,20
2014,Nienburg (Weser),Deutsche,,K03256,27
2014,Schaumburg,Deutsche,,K03257,85
2014,Stat. Region Hannover,Deutsche,,K032,1229
2014,Celle,Deutsche,,K03351,97
2014,Cuxhaven,Deutsche,,K03352,83
2014,Harburg,Deutsche,,K03353,84
2014,Lüchow-Dannenberg,Deutsche,,K03354,22
2014,Lüneburg,Deutsche,,K03355,52
2014,Osterholz,Deutsche,,K03356,42
2014,Rotenburg (Wümme),Deutsche,,K03357,58
2014,Heidekreis,Deutsche,,K03358,67
2014,Stade,Deutsche,,K03359,90
2014,Uelzen,Deutsche,,K03360,44
2014,Verden,Deutsche,,K03361,38
2014,Stat. Region Lüneburg,Deutsche,,K033,677
2014,Delmenhorst  Stadt,Deutsche,,K03401,50
2014,Emden  Stadt,Deutsche,,K03402,29
2014,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,136
2014,Osnabrück  Stadt,Deutsche,,K03404,137
2014,Wilhelmshaven  Stadt,Deutsche,,K03405,35
2014,Ammerland,Deutsche,,K03451,37
2014,Aurich,Deutsche,,K03452,62
2014,Cloppenburg,Deutsche,,K03453,159
2014,Emsland,Deutsche,,K03454,236
2014,Friesland,Deutsche,,K03455,29
2014,Grafschaft Bentheim,Deutsche,,K03456,108
2014,Leer,Deutsche,,K03457,78
2014,Oldenburg,Deutsche,,K03458,80
2014,Osnabrück,Deutsche,,K03459,185
2014,Vechta,Deutsche,,K03460,171
2014,Wesermarsch,Deutsche,,K03461,33
2014,Wittmund,Deutsche,,K03462,18
2014,Stat. Region Weser-Ems,Deutsche,,K034,1583
2014,Niedersachsen,Deutsche,,K030,4248
2015,Braunschweig  Stadt,Deutsche,,K03101,167
2015,Salzgitter  Stadt,Deutsche,,K03102,90
2015,Wolfsburg  Stadt,Deutsche,,K03103,143
2015,Gifhorn,Deutsche,,K03151,86
2015,Goslar,Deutsche,,K03153,105
2015,Helmstedt,Deutsche,,K03154,33
2015,Northeim,Deutsche,,K03155,79
2015,Peine,Deutsche,,K03157,70
2015,Wolfenbüttel,Deutsche,,K03158,38
2015,Göttingen,Deutsche,,K03159,202
2015,Stat. Region Braunschweig,Deutsche,,K031,1013
2015,Hannover  Region,Deutsche,,K03241,933
2015,dav. Hannover  Lhst.,Deutsche,,K03241001,569
2015,dav. Hannover  Umland,Deutsche,,K03241999,364
2015,Diepholz,Deutsche,,K03251,127
2015,Hameln-Pyrmont,Deutsche,,K03252,109
2015,Hildesheim,Deutsche,,K03254,163
2015,Holzminden,Deutsche,,K03255,38
2015,Nienburg (Weser),Deutsche,,K03256,58
2015,Schaumburg,Deutsche,,K03257,83
2015,Stat. Region Hannover,Deutsche,,K032,1511
2015,Celle,Deutsche,,K03351,87
2015,Cuxhaven,Deutsche,,K03352,84
2015,Harburg,Deutsche,,K03353,90
2015,Lüchow-Dannenberg,Deutsche,,K03354,35
2015,Lüneburg,Deutsche,,K03355,62
2015,Osterholz,Deutsche,,K03356,60
2015,Rotenburg (Wümme),Deutsche,,K03357,62
2015,Heidekreis,Deutsche,,K03358,95
2015,Stade,Deutsche,,K03359,127
2015,Uelzen,Deutsche,,K03360,53
2015,Verden,Deutsche,,K03361,58
2015,Stat. Region Lüneburg,Deutsche,,K033,813
2015,Delmenhorst  Stadt,Deutsche,,K03401,83
2015,Emden  Stadt,Deutsche,,K03402,40
2015,Oldenburg(Oldb)  Stadt,Deutsche,,K03403,140
2015,Osnabrück  Stadt,Deutsche,,K03404,151
2015,Wilhelmshaven  Stadt,Deutsche,,K03405,84
2015,Ammerland,Deutsche,,K03451,63
2015,Aurich,Deutsche,,K03452,97
2015,Cloppenburg,Deutsche,,K03453,180
2015,Emsland,Deutsche,,K03454,291
2015,Friesland,Deutsche,,K03455,62
2015,Grafschaft Bentheim,Deutsche,,K03456,132
2015,Leer,Deutsche,,K03457,93
2015,Oldenburg,Deutsche,,K03458,83
2015,Osnabrück,Deutsche,,K03459,199
2015,Vechta,Deutsche,,K03460,212
2015,Wesermarsch,Deutsche,,K03461,50
2015,Wittmund,Deutsche,,K03462,25
